,claim,labels
776,Smoking pot is against the law because it is wrong; I know it is wrong because it is against the law,['circular reasoning']
777,Filthy and polluting coal should be banned.,['circular reasoning']
778,George Bush is a good communicator because he speaks effectively.,['circular reasoning']
779,All hunting is inhumane and should be outlawed.,['circular reasoning']
780,"All useless laws, such as Reform Bill 13, should be repealed.",['circular reasoning']
781,There aren't enough parking spaces on campus because there are too many cars.,['circular reasoning']
782,The word of Zorbo the Great is flawless and perfect. We know this because it says so in The Great and Infallible Book of Zorbo's Best and Most Truest Things that are Definitely True and Should Not Ever Be Questioned.,['circular reasoning']
783,Has your psychology department stopped teaching that ineffective approach to therapy yet?,['circular reasoning']
784,Why must you always take positions that are so unscientific?,['circular reasoning']
785,No one can deny that [my theoretical orientation] is the only valid theoretical orientation,['circular reasoning']
786,It must be acknowledged that [whatever psychological test battery I use] is the only legitimate test battery.,['circular reasoning']
787,"My new method of conducting meta-analyses is the most valid there is because it is the only one capable of such validity, the only one that has ever approached such validity, and the only one that is so completely valid.",['circular reasoning']
788,Being overweight leads to a shortened lifespan because it's unhealthy.,['circular reasoning']
789,We know God exists because he made everything,['circular reasoning']
790,"Interviewer: ""Your resume looks impressive but I need another reference.""
Bill: ""Jill can give me a good reference.""
Interviewer: ""Good. But how do I know that Jill is trustworthy?""
Bill: ""Certainly. I can vouch for her.""",['circular reasoning']
791,"Only a mentally ill person would kill someone, so anyone who kills someone is automatically mentally ill.",['circular reasoning']
792,"we can't have the public option, because if we do, health care reform won't get the votes of senators like him.",['circular reasoning']
793,"Ralph Nader and Pat Buchanan are banging at the doors, and the political establishment, consisting of both politicians and the media, seems determined not to let them in on the grounds that they have no public support.",['circular reasoning']
794,A is true because A is true.,['circular reasoning']
795,"You should drive on the right side of the road because that is what the law says, and the law is the law.",['circular reasoning']
796,Affirmative Action can never be fair or just. You cannot remedy one injustice by committing another.,['circular reasoning']
797,"A is true because B is true, and B is true because A is true.",['circular reasoning']
798,"A is true because B is true, and B is true because C is true, and C is true because A is true.",['circular reasoning']
799,"It says in the Bible that God exists. Since the Bible is God's word, and God never speaks falsely, then everything in the Bible must be true. So, God must exist.",['circular reasoning']
800,"The Bible is true because God exists, and God exists because the Bible says so.",['circular reasoning']
801,"The universe has a beginning. Every thing that has a beginning has a cause. Therefore, the universe has a cause called God.",['circular reasoning']
802,"We know God exists because we can see the perfect order of His Creation, an order which demonstrates supernatural intelligence in its design.",['circular reasoning']
803,"After years of ignoring God, people have a hard time realizing what is right and what is wrong, what is good and what is bad.",['circular reasoning']
804,"Murder is morally wrong. Therefore, abortion is morally wrong.",['circular reasoning']
805,"In arguing that abortion is not really a private moral matter, Fr. Frank A. Pavone, National Director Priests for Life, has written that ""Abortion is our problem, and the problem of every human being. We are one human family. Nobody can be neutral on abortion. It involves the destruction of an entire group of human beings!""",['circular reasoning']
806,Executions are moral because we must have a death penalty to discourage violent crime.,['circular reasoning']
